guitar_acoustic_001-082-050,0.9984959,0.65744567,0.12538967,0.016752478,0.022363413,0.00390625,0.73535156,0.025194615,0.69916016,0.29892263,0.2903306
guitar_electronic_035-062-127,0.07242772,0.44673634,0.29453656,0.056600966,0.045505457,0.115234375,0.70703125,0.09925556,0.5801002,0.20404552,0.16095594
guitar_electronic_004-061-050,0.014474784,0.3045049,0.19373612,0.015445888,0.025340987,0.0087890625,0.7626953,0.17341852,0.47357085,0.09440795,0.06715494
guitar_electronic_009-059-100,0.9152115,0.6008186,0.14806005,0.01932034,0.011019969,0.0390625,0.7128906,0.16592813,0.38600352,0.33523777,0.31902996
guitar_electronic_000-064-050,0.9771495,0.32542872,0.13092503,0.031515118,0.014181591,0.0087890625,0.7558594,0.12285377,0.5599624,0.15188198,0.12674728
guitar_electronic_015-085-100,0.9998397,0.9013882,0.113924496,0.06559734,0.021486597,0.0029296875,0.7578125,0.01661078,0.65804714,0.4248441,0.3528999
guitar_acoustic_017-075-127,0.99931306,0.7093327,0.067187,0.031459004,0.008131204,0.0029296875,0.7714844,0.060009483,0.52192545,0.1987665,0.15740499
guitar_electronic_016-077-050,0.97763044,0.46412873,0.5810194,0.054143287,0.06723822,0.022460938,0.8173828,0.022950865,0.36994758,0.43029848,0.2670265
guitar_electronic_003-044-050,0.010707978,0.6173906,0.031905677,0.015890637,0.006671246,0.0087890625,0.7890625,0.41200218,0.18288305,0.036319546,0.02479681
guitar_electronic_036-075-127,0.8231369,0.32880807,0.2093809,0.07629374,0.026780108,0.016601562,0.7402344,0.018218514,0.5526251,0.43731248,0.3043775
guitar_acoustic_001-042-127,0.24212061,0.3569781,0.036002878,0.011459327,0.0035990414,0.0087890625,0.7402344,0.6063023,0.14748378,0.026003817,0.016944854
guitar_synthetic_012-046-127,0.6569546,0.31239468,0.015360274,0.026917152,0.00721409,0.001953125,0.80078125,0.5030671,0.20642556,0.03259943,0.019730166
guitar_electronic_016-074-050,0.94608545,0.48127103,0.54487795,0.06002023,0.039004948,0.7089844,0.12597656,0.033906035,0.40095782,0.39439866,0.22838631
guitar_electronic_039-052-025,0.35503632,0.25595087,0.13096096,0.012411026,0.00934986,0.45703125,0.51953125,0.6444186,0.20115781,0.07628301,0.05856488
guitar_acoustic_000-074-100,0.995298,0.26996028,0.06380879,0.016272623,0.0098051345,0.00390625,0.7314453,0.054136686,0.63739336,0.19607301,0.13801424
guitar_synthetic_001-077-100,0.9073958,0.68688774,0.10038469,0.08639732,0.016871614,0.0009765625,0.8251953,0.054238267,0.586834,0.17944872,0.13910736
guitar_electronic_038-044-050,0.032156594,0.9728445,0.029457053,0.009425876,0.0058350023,0.01171875,0.734375,0.46675977,0.10502568,0.019121509,0.012583668
guitar_electronic_018-068-100,0.9888368,0.41326457,0.16646925,0.04010841,0.014490723,0.0048828125,0.82128906,0.045811843,0.6633742,0.2443811,0.19350152
guitar_acoustic_033-047-025,0.03853539,0.18534006,0.052981578,0.013745235,0.008606533,0.0107421875,0.7392578,0.6175191,0.12087571,0.014718636,0.0084675355
guitar_electronic_005-077-127,0.99824053,0.48063388,0.14950424,0.0,0.009691889,0.0,0.016601562,0.019723767,0.48272815,0.43223843,0.37311488
guitar_acoustic_009-045-025,0.9666643,0.25228846,0.010574607,0.009145367,0.0023607975,0.0029296875,0.7402344,0.5487735,0.05076889,0.008383317,0.0048532817
guitar_acoustic_016-076-127,0.34724453,0.38987556,0.061787173,0.059679937,0.020325536,0.0107421875,0.7578125,0.073704116,0.5885526,0.06808235,0.039293084
guitar_electronic_030-047-025,0.15418701,0.3651122,0.04505894,0.011418532,0.0059153587,0.009765625,0.9404297,0.5217281,0.16925076,0.016650258,0.008812943
guitar_electronic_005-043-050,0.12729776,0.45463184,0.027619397,0.008168951,0.0030762523,0.00390625,0.16308594,0.4715365,0.1579614,0.01374161,0.006658719
guitar_electronic_017-082-075,0.99968135,0.33845198,0.22524095,0.0043049245,0.028139224,0.001953125,0.5908203,0.012648959,0.5161117,0.4245279,0.36800236
guitar_acoustic_004-082-075,0.9868307,0.30359328,0.24156874,0.06697139,0.03542339,0.0078125,0.6064453,0.018220184,0.5254084,0.37785107,0.24053602
guitar_electronic_012-056-075,0.36781982,0.4071651,0.07930168,0.019587675,0.008513751,0.045898438,0.7832031,0.20226948,0.46985808,0.05504312,0.032074686
guitar_electronic_036-052-075,0.008269686,0.38181397,0.11565251,0.021227373,0.011470452,0.013671875,0.9296875,0.20385067,0.4684383,0.074984774,0.049791664
guitar_acoustic_008-063-075,0.9513439,0.16644673,0.054026544,0.008174153,0.0043997634,0.00390625,0.97265625,0.32644755,0.2320021,0.022614755,0.011829082
guitar_electronic_021-066-100,0.96947676,0.36854193,0.082270846,0.038280826,0.007812171,0.0029296875,0.9658203,0.14242183,0.44963396,0.15498966,0.122410156
guitar_electronic_012-042-075,0.07624895,0.5271032,0.04894829,0.008415737,0.005152486,0.045898438,0.7216797,0.4272322,0.165881,0.01607395,0.008540179
guitar_electronic_009-064-127,0.9594571,0.47204608,0.17857204,0.01791803,0.014904744,0.0078125,0.8017578,0.07862882,0.429736,0.40187696,0.28710467
guitar_electronic_004-046-100,0.015372487,0.57597816,0.16147053,0.025496792,0.018392995,0.07519531,0.7519531,0.23492979,0.4407943,0.07298423,0.050274733
guitar_acoustic_018-044-050,0.19503027,0.31174785,0.07636353,0.015466015,0.007855261,0.0078125,0.7861328,0.4902327,0.1547257,0.021817623,0.013449629
guitar_acoustic_035-060-025,0.017049406,0.3752212,0.20409586,0.029408602,0.011911732,0.08300781,0.88378906,0.04541305,0.27411482,0.6301939,0.4901251
guitar_electronic_003-047-025,0.012386172,0.6734979,0.035591155,0.017015105,0.007094308,0.009765625,0.8203125,0.52310187,0.18675238,0.036610454,0.024505654
guitar_acoustic_017-050-075,0.6821348,0.74878484,0.054330003,0.017603626,0.0059467875,0.013671875,0.79296875,0.20595402,0.5266267,0.072973736,0.04581755
guitar_synthetic_003-054-025,0.05525811,0.54602873,0.22426943,0.018560572,0.0052733268,0.0126953125,0.96191406,0.0589002,0.5097168,0.37898925,0.28861582
guitar_acoustic_035-051-050,0.0040824297,0.576516,0.20348056,0.019945698,0.01099942,0.047851562,0.9248047,0.054735534,0.4930175,0.31444886,0.23675883
guitar_synthetic_005-073-100,0.9627202,0.36307076,0.09201772,0.0321236,0.026174827,0.0029296875,0.86816406,0.0690748,0.522557,0.18874733,0.13731834
guitar_acoustic_005-070-100,0.7523971,0.71955097,0.04462512,0.038171183,0.015666485,0.015625,0.4609375,0.1537483,0.33231384,0.044748478,0.027027203
guitar_electronic_016-051-075,0.034577794,0.47720954,0.43682477,0.024318429,0.022370772,0.46191406,0.3798828,0.2594731,0.3168956,0.2995851,0.20142148
guitar_electronic_009-073-127,0.9851545,0.49161154,0.19317786,0.034466606,0.017786166,0.12792969,0.71191406,0.011217288,0.370099,0.6218144,0.6297719
guitar_electronic_044-079-127,0.97365296,0.7973796,0.18420221,0.062131707,0.022128873,0.00390625,0.7314453,0.029768327,0.51587516,0.33556712,0.23782113
guitar_synthetic_003-082-075,0.9839548,0.11964653,0.11328607,0.008874477,0.0044084406,0.0048828125,0.96777344,0.03322932,0.8432214,0.1625201,0.09693819
guitar_synthetic_003-049-100,0.00644383,0.4160524,0.11865996,0.011614852,0.005558433,0.0048828125,0.9716797,0.6029666,0.0969919,0.13507077,0.07126501
guitar_electronic_021-070-050,0.1938303,0.48183903,0.054071985,0.039776374,0.011906381,0.0029296875,0.9707031,0.14896607,0.3454197,0.051963467,0.033561885
guitar_synthetic_010-056-050,0.9789156,0.39701033,0.0928053,0.03220826,0.0073633315,0.00390625,0.75683594,0.12223163,0.5166659,0.16832101,0.123187795
guitar_electronic_016-081-025,0.99232554,0.492829,0.59830964,0.09600182,0.059777502,0.6904297,0.15527344,0.016501231,0.44821227,0.41352883,0.26059195
guitar_electronic_026-071-050,0.9132412,0.5447643,0.033289537,0.03590588,0.007986428,0.00390625,0.58203125,0.13960344,0.35647985,0.041437447,0.023930874
